lieu,type_lieu,parent_lieu,parent_slug,marque,date_information,prix_paquet_eur,prix_paquet_local,devise_locale_code,devise_locale_nom,prix_moyen_eur_courant,prix_min_eur_courant,prix_max_eur_courant,prix_moyen_local_courant,prix_min_local_courant,prix_max_local_courant,date_derniere_mise_a_jour,annee_page,source_url,source_page_url,source_type
Tours,ville,Centre-Val de Loire,centre,Marlboro,2026-04-19,11.75,,,,11.75,10,13,,,,2026-04-19,2026,https://www.combien-coute.net/cigarette/centre/tours/,https://www.combien-coute.net/cigarette/centre/tours/,detail
Givet,ville,Champagne-Ardenne,champagne-ardenne,Marlboro,2026-04-19,12.25,,,,12.25,11,16,,,,2026-04-19,2026,https://www.combien-coute.net/cigarette/champagne-ardenne/givet/,https://www.combien-coute.net/cigarette/champagne-ardenne/givet/,detail
Joinville,ville,Champagne-Ardenne,champagne-ardenne,Marlboro,2017-11-20,2.19,,,,2.19,1.57,2.62,,,,2017-11-20,2026,https://www.combien-coute.net/cigarette/champagne-ardenne/joinville/,https://www.combien-coute.net/cigarette/champagne-ardenne/joinville/,detail
Reims,ville,Champagne-Ardenne,champagne-ardenne,Marlboro,2026-04-18,12,,,,12,11,16,,,,2026-04-18,2026,https://www.combien-coute.net/cigarette/champagne-ardenne/reims/,https://www.combien-coute.net/cigarette/champagne-ardenne/reims/,detail
Troyes (Aube),ville,Champagne-Ardenne,champagne-ardenne,Marlboro,2026-04-20,12.5,,,,12.5,12,18,,,,2026-04-20,2026,https://www.combien-coute.net/cigarette/champagne-ardenne/troyes/,https://www.combien-coute.net/cigarette/champagne-ardenne/troyes/,detail
La Rochelle,ville,Charentes (Charente-Maritime et Charente),charentes,Marlboro,2026-04-19,12,,,,10,8,10,,,,2026-04-19,2026,https://www.combien-coute.net/cigarette/charentes/la-rochelle/,https://www.combien-coute.net/cigarette/charentes/la-rochelle/,detail
Royan,ville,Charentes (Charente-Maritime et Charente),charentes,Marlboro,2026-04-27,11.75,,,,8.1,8,9.3,,,,2026-04-27,2026,https://www.combien-coute.net/cigarette/charentes/royan/,https://www.combien-coute.net/cigarette/charentes/royan/,detail
Antofagasta,ville,Chili,chili,Marlboro,2026-04-18,4.36,4552,CLP,Peso chilien,4.36,4.36,5.81,4552,4552,6066,2026-04-18,2026,https://www.combien-coute.net/cigarette/chili/antofagasta/,https://www.combien-coute.net/cigarette/chili/antofagasta/,detail
Arica,ville,Chili,chili,Marlboro,2023-12-10,8.52,8000,CLP,Peso chilien,8.52,8.52,8.52,8000,8000,8000,2023-12-10,2026,https://www.combien-coute.net/cigarette/chili/arica/,https://www.combien-coute.net/cigarette/chili/arica/,detail
Chillan,ville,Chili,chili,Marlboro,2024-12-27,4.86,4999,CLP,Peso chilien,4.86,4.47,6.8,4999,4598,6995,2024-12-27,2026,https://www.combien-coute.net/cigarette/chili/chillan/,https://www.combien-coute.net/cigarette/chili/chillan/,detail
Coronel,ville,Chili,chili,Marlboro,2024-12-27,4.86,4999,CLP,Peso chilien,4.86,4.47,6.8,4999,4598,6995,2024-12-27,2026,https://www.combien-coute.net/cigarette/chili/coronel/,https://www.combien-coute.net/cigarette/chili/coronel/,detail
Iquique,ville,Chili,chili,Marlboro,2026-04-15,6.69,6996,CLP,Peso chilien,6.69,,,6996,,,2026-04-15,2026,https://www.combien-coute.net/cigarette/chili/iquique/,https://www.combien-coute.net/cigarette/chili/iquique/,detail
La Serena,ville,Chili,chili,Marlboro,2026-04-18,4.84,5053,CLP,Peso chilien,4.84,4.07,5.33,5053,4249,5564,2026-04-18,2026,https://www.combien-coute.net/cigarette/chili/la-serena/,https://www.combien-coute.net/cigarette/chili/la-serena/,detail
Linares,ville,Chili,chili,Marlboro,2026-04-19,5.14,5377,CLP,Peso chilien,5.14,4.36,5.81,5377,4561,6078,2026-04-19,2026,https://www.combien-coute.net/cigarette/chili/linares/,https://www.combien-coute.net/cigarette/chili/linares/,detail
Osorno,ville,Chili,chili,Marlboro,2026-04-19,4.85,5074,CLP,Peso chilien,4.85,4.07,5.81,5074,4258,6078,2026-04-19,2026,https://www.combien-coute.net/cigarette/chili/osorno/,https://www.combien-coute.net/cigarette/chili/osorno/,detail
Ovalle,ville,Chili,chili,Marlboro,2024-12-27,4.52,4649,CLP,Peso chilien,4.52,3.89,4.86,4649,4001,4999,2024-12-27,2026,https://www.combien-coute.net/cigarette/chili/ovalle/,https://www.combien-coute.net/cigarette/chili/ovalle/,detail
Puente Alto,ville,Chili,chili,Marlboro,2026-04-19,2.91,3044,CLP,Peso chilien,2.91,,,3044,,,2026-04-19,2026,https://www.combien-coute.net/cigarette/chili/puente-alto/,https://www.combien-coute.net/cigarette/chili/puente-alto/,detail
Puerto Montt,ville,Chili,chili,Marlboro,2026-04-27,4.29,4509,CLP,Peso chilien,4.29,3.82,4.77,4509,4015,5014,2026-04-27,2026,https://www.combien-coute.net/cigarette/chili/puerto-montt/,https://www.combien-coute.net/cigarette/chili/puerto-montt/,detail
Puerto Natales,ville,Chili,chili,Marlboro,2023-12-13,4.73,4500,CLP,Peso chilien,4.73,,,4500,,,2023-12-13,2026,https://www.combien-coute.net/cigarette/chili/puerto-natales/,https://www.combien-coute.net/cigarette/chili/puerto-natales/,detail
Punta Arenas,ville,Chili,chili,Marlboro,2025-11-25,4.69,5058,CLP,Peso chilien,4.69,4.41,5.51,5058,4756,5943,2025-11-25,2026,https://www.combien-coute.net/cigarette/chili/punta-arenas/,https://www.combien-coute.net/cigarette/chili/punta-arenas/,detail
Rancagua,ville,Chili,chili,Marlboro,2026-04-19,4.36,4561,CLP,Peso chilien,4.36,3.88,4.94,4561,4059,5168,2026-04-19,2026,https://www.combien-coute.net/cigarette/chili/rancagua/,https://www.combien-coute.net/cigarette/chili/rancagua/,detail
San Antonio,ville,Chili,chili,Marlboro,2026-04-19,8.04,8411,CLP,Peso chilien,8.04,8.04,8.84,8411,8411,9248,2026-04-19,2026,https://www.combien-coute.net/cigarette/chili/san-antonio/,https://www.combien-coute.net/cigarette/chili/san-antonio/,detail
Santiago du Chili,ville,Chili,chili,Marlboro,2026-04-17,5.07,5296,CLP,Peso chilien,5.07,4.31,5.74,5296,4502,5996,2026-04-17,2026,https://www.combien-coute.net/cigarette/chili/santiago/,https://www.combien-coute.net/cigarette/chili/santiago/,detail
Talca,ville,Chili,chili,Marlboro,2026-04-19,3.94,4122,CLP,Peso chilien,3.94,2.06,5.81,4122,2155,6078,2026-04-19,2026,https://www.combien-coute.net/cigarette/chili/talca/,https://www.combien-coute.net/cigarette/chili/talca/,detail
Temuco,ville,Chili,chili,Marlboro,2026-04-23,4.34,4556,CLP,Peso chilien,4.34,4.34,4.63,4556,4556,4860,2026-04-23,2026,https://www.combien-coute.net/cigarette/chili/temuco/,https://www.combien-coute.net/cigarette/chili/temuco/,detail
Valdivia,ville,Chili,chili,Marlboro,2026-04-19,4.85,5074,CLP,Peso chilien,4.85,4.85,5.14,5074,5074,5377,2026-04-19,2026,https://www.combien-coute.net/cigarette/chili/valdivia/,https://www.combien-coute.net/cigarette/chili/valdivia/,detail
Valparaíso,ville,Chili,chili,Marlboro,2026-04-17,4.07,4251,CLP,Peso chilien,4.07,3.83,4.31,4251,4001,4502,2026-04-17,2026,https://www.combien-coute.net/cigarette/chili/valparaiso/,https://www.combien-coute.net/cigarette/chili/valparaiso/,detail
Villarrica,ville,Chili,chili,Marlboro,2024-01-26,4.03,4000,CLP,Peso chilien,4.03,4.03,4.53,4000,4000,4500,2024-01-26,2026,https://www.combien-coute.net/cigarette/chili/villarrica/,https://www.combien-coute.net/cigarette/chili/villarrica/,detail
Canton (Guangzhou),ville,Chine,chine,Marlboro,2026-04-24,6.85,55,Ұ (CNY),Yuan Ren Min Bi,6.85,6.42,8.56,55,51,68,2026-04-24,2026,https://www.combien-coute.net/cigarette/chine/canton/,https://www.combien-coute.net/cigarette/chine/canton/,detail
Chengdu,ville,Chine,chine,Marlboro,2026-04-22,3.12,25,Ұ (CNY),Yuan Ren Min Bi,3.12,3.12,3.75,25,25,30,2026-04-22,2026,https://www.combien-coute.net/cigarette/chine/chengdu/,https://www.combien-coute.net/cigarette/chine/chengdu/,detail
Chongqing,ville,Chine,chine,Marlboro,2026-04-21,2.49,20,Ұ (CNY),Yuan Ren Min Bi,2.49,2.49,6.22,20,20,50,2026-04-21,2026,https://www.combien-coute.net/cigarette/chine/chongqing/,https://www.combien-coute.net/cigarette/chine/chongqing/,detail
Dalian,ville,Chine,chine,Marlboro,2026-04-21,3.11,25,Ұ (CNY),Yuan Ren Min Bi,3.11,2.49,3.73,25,20,30,2026-04-21,2026,https://www.combien-coute.net/cigarette/chine/dalian/,https://www.combien-coute.net/cigarette/chine/dalian/,detail
Fuzhou,ville,Chine,chine,Marlboro,2026-04-20,2.5,20,Ұ (CNY),Yuan Ren Min Bi,2.5,2.5,3.13,20,20,25,2026-04-20,2026,https://www.combien-coute.net/cigarette/chine/fuzhou/,https://www.combien-coute.net/cigarette/chine/fuzhou/,detail
Guilin,ville,Chine,chine,Marlboro,2017-11-21,1.28,10,Ұ (CNY),Yuan Ren Min Bi,1.28,,,10,,,2017-11-21,2026,https://www.combien-coute.net/cigarette/chine/guilin/,https://www.combien-coute.net/cigarette/chine/guilin/,detail
Hangzhou,ville,Chine,chine,Marlboro,2026-04-29,3.43,27,Ұ (CNY),Yuan Ren Min Bi,3.43,2.5,4.99,27,20,40,2026-04-29,2026,https://www.combien-coute.net/cigarette/chine/hangzhou/,https://www.combien-coute.net/cigarette/chine/hangzhou/,detail
Harbin,ville,Chine,chine,Marlboro,2026-04-16,2.11,17,Ұ (CNY),Yuan Ren Min Bi,2.11,1.86,3.11,17,15,25,2026-04-16,2026,https://www.combien-coute.net/cigarette/chine/harbin/,https://www.combien-coute.net/cigarette/chine/harbin/,detail
Hong Kong,ville,Chine,chine,Marlboro,2026-05-01,11.11,,Ұ (CNY),Yuan Ren Min Bi,11.11,,,,,,2026-05-01,2026,https://www.combien-coute.net/cigarette/chine/hong-kong/,https://www.combien-coute.net/cigarette/chine/,liste_parent
Huzhou,ville,Chine,chine,Marlboro,2026-04-19,3.12,25,Ұ (CNY),Yuan Ren Min Bi,3.12,2.49,6.23,25,20,50,2026-04-19,2026,https://www.combien-coute.net/cigarette/chine/huzhou/,https://www.combien-coute.net/cigarette/chine/huzhou/,detail
Linyi,ville,Chine,chine,Marlboro,2026-04-20,3.13,25,Ұ (CNY),Yuan Ren Min Bi,3.13,2.5,4.38,25,20,35,2026-04-20,2026,https://www.combien-coute.net/cigarette/chine/linyi/,https://www.combien-coute.net/cigarette/chine/linyi/,detail
Macao,ville,Chine,chine,Marlboro,2026-04-29,5.4,43,Ұ (CNY),Yuan Ren Min Bi,5.4,5.29,5.82,43,42,46,2026-04-29,2026,https://www.combien-coute.net/cigarette/chine/macao/,https://www.combien-coute.net/cigarette/chine/macao/,detail
Nanning,ville,Chine,chine,Marlboro,2026-04-21,3.11,25,Ұ (CNY),Yuan Ren Min Bi,3.11,3.11,3.73,25,25,30,2026-04-21,2026,https://www.combien-coute.net/cigarette/chine/nanning/,https://www.combien-coute.net/cigarette/chine/nanning/,detail
Nantong,ville,Chine,chine,Marlboro,2026-04-20,2.81,23,Ұ (CNY),Yuan Ren Min Bi,2.81,2.5,6.25,23,20,50,2026-04-20,2026,https://www.combien-coute.net/cigarette/chine/nantong/,https://www.combien-coute.net/cigarette/chine/nantong/,detail
Ningbo,ville,Chine,chine,Marlboro,2026-04-19,3.74,30,Ұ (CNY),Yuan Ren Min Bi,3.74,3.12,6.23,30,25,50,2026-04-19,2026,https://www.combien-coute.net/cigarette/chine/ningbo/,https://www.combien-coute.net/cigarette/chine/ningbo/,detail
Pékin (Beijing),ville,Chine,chine,Marlboro,2026-04-29,3.31,26,Ұ (CNY),Yuan Ren Min Bi,3.31,2.5,4.99,26,20,40,2026-04-29,2026,https://www.combien-coute.net/cigarette/chine/pekin/,https://www.combien-coute.net/cigarette/chine/pekin/,detail
Qingdao,ville,Chine,chine,Marlboro,2026-04-20,3.13,25,Ұ (CNY),Yuan Ren Min Bi,3.13,3.13,3.5,25,25,28,2026-04-20,2026,https://www.combien-coute.net/cigarette/chine/qingdao/,https://www.combien-coute.net/cigarette/chine/qingdao/,detail
Quanzhou,ville,Chine,chine,Marlboro,2026-04-21,2.49,20,Ұ (CNY),Yuan Ren Min Bi,2.49,2.49,3.11,20,20,25,2026-04-21,2026,https://www.combien-coute.net/cigarette/chine/quanzhou/,https://www.combien-coute.net/cigarette/chine/quanzhou/,detail
Shanghai,ville,Chine,chine,Marlboro,2026-04-29,3.12,25,Ұ (CNY),Yuan Ren Min Bi,3.12,2.25,4.99,25,18,40,2026-04-29,2026,https://www.combien-coute.net/cigarette/chine/shanghai/,https://www.combien-coute.net/cigarette/chine/shanghai/,detail
Shenyang,ville,Chine,chine,Marlboro,2026-04-21,3.11,25,Ұ (CNY),Yuan Ren Min Bi,3.11,2.49,3.11,25,20,25,2026-04-21,2026,https://www.combien-coute.net/cigarette/chine/shenyang/,https://www.combien-coute.net/cigarette/chine/shenyang/,detail
Shenzhen,ville,Chine,chine,Marlboro,2026-04-23,3.19,26,Ұ (CNY),Yuan Ren Min Bi,3.19,2.88,3.75,26,23,30,2026-04-23,2026,https://www.combien-coute.net/cigarette/chine/shenzhen/,https://www.combien-coute.net/cigarette/chine/shenzhen/,detail
Shijiazhuang,ville,Chine,chine,Marlboro,2026-04-19,3.12,25,Ұ (CNY),Yuan Ren Min Bi,3.12,2.49,6.23,25,20,50,2026-04-19,2026,https://www.combien-coute.net/cigarette/chine/shijiazhuang/,https://www.combien-coute.net/cigarette/chine/shijiazhuang/,detail
Suzhou,ville,Chine,chine,Marlboro,2026-04-28,3.75,30,Ұ (CNY),Yuan Ren Min Bi,3.75,3.13,3.75,30,25,30,2026-04-28,2026,https://www.combien-coute.net/cigarette/chine/suzhou/,https://www.combien-coute.net/cigarette/chine/suzhou/,detail
Tianjin,ville,Chine,chine,Marlboro,2026-04-21,4.36,35,Ұ (CNY),Yuan Ren Min Bi,4.36,2.49,6.22,35,20,50,2026-04-21,2026,https://www.combien-coute.net/cigarette/chine/tianjin/,https://www.combien-coute.net/cigarette/chine/tianjin/,detail
Urumqi,ville,Chine,chine,Marlboro,2026-04-20,2.5,20,Ұ (CNY),Yuan Ren Min Bi,2.5,1.88,2.63,20,15,21,2026-04-20,2026,https://www.combien-coute.net/cigarette/chine/urumqi/,https://www.combien-coute.net/cigarette/chine/urumqi/,detail
Weifang,ville,Chine,chine,Marlboro,2026-04-20,3.13,25,Ұ (CNY),Yuan Ren Min Bi,3.13,2.5,4.26,25,20,34,2026-04-20,2026,https://www.combien-coute.net/cigarette/chine/weifang/,https://www.combien-coute.net/cigarette/chine/weifang/,detail
Wenzhou,ville,Chine,chine,Marlboro,2026-04-20,2.5,20,Ұ (CNY),Yuan Ren Min Bi,2.5,2.5,3.13,20,20,25,2026-04-20,2026,https://www.combien-coute.net/cigarette/chine/wenzhou/,https://www.combien-coute.net/cigarette/chine/wenzhou/,detail
Wuhan,ville,Chine,chine,Marlboro,2026-04-24,2.76,22,Ұ (CNY),Yuan Ren Min Bi,2.76,2.51,7.52,22,20,60,2026-04-24,2026,https://www.combien-coute.net/cigarette/chine/wuhan/,https://www.combien-coute.net/cigarette/chine/wuhan/,detail
Xiamen,ville,Chine,chine,Marlboro,2026-04-14,2.49,20,Ұ (CNY),Yuan Ren Min Bi,2.49,1.87,4.36,20,15,35,2026-04-14,2026,https://www.combien-coute.net/cigarette/chine/xiamen/,https://www.combien-coute.net/cigarette/chine/xiamen/,detail
Xian,ville,Chine,chine,Marlboro,2026-04-28,2.81,23,Ұ (CNY),Yuan Ren Min Bi,2.81,1.25,3.25,23,10,26,2026-04-28,2026,https://www.combien-coute.net/cigarette/chine/xian/,https://www.combien-coute.net/cigarette/chine/xian/,detail
Yancheng,ville,Chine,chine,Marlboro,2025-12-18,4.23,35,Ұ (CNY),Yuan Ren Min Bi,4.23,1.81,7.26,35,15,60,2025-12-18,2026,https://www.combien-coute.net/cigarette/chine/yancheng/,https://www.combien-coute.net/cigarette/chine/yancheng/,detail
Yantai,ville,Chine,chine,Marlboro,2026-04-20,3.13,25,Ұ (CNY),Yuan Ren Min Bi,3.13,3.13,3.5,25,25,28,2026-04-20,2026,https://www.combien-coute.net/cigarette/chine/yantai/,https://www.combien-coute.net/cigarette/chine/yantai/,detail
Zhengzhou,ville,Chine,chine,Marlboro,2026-04-20,3.13,25,Ұ (CNY),Yuan Ren Min Bi,3.13,,,25,,,2026-04-20,2026,https://www.combien-coute.net/cigarette/chine/zhengzhou/,https://www.combien-coute.net/cigarette/chine/zhengzhou/,detail
Aradippou,ville,Chypre,chypre,Marlboro,2026-04-19,2.04,,,,2.04,2,5,,,,2026-04-19,2026,https://www.combien-coute.net/cigarette/chypre/aradippou/,https://www.combien-coute.net/cigarette/chypre/aradippou/,detail
Athienou,ville,Chypre,chypre,Marlboro,2026-04-19,5,,,,5,4.6,6.95,,,,2026-04-19,2026,https://www.combien-coute.net/cigarette/chypre/athienou/,https://www.combien-coute.net/cigarette/chypre/athienou/,detail
Ayia Napa,ville,Chypre,chypre,Marlboro,2026-04-19,4.3,,,,4.3,,,,,,2026-04-19,2026,https://www.combien-coute.net/cigarette/chypre/ayia-napa/,https://www.combien-coute.net/cigarette/chypre/ayia-napa/,detail
Dali,ville,Chypre,chypre,Marlboro,2026-04-19,5,,,,5,4.6,5,,,,2026-04-19,2026,https://www.combien-coute.net/cigarette/chypre/dali/,https://www.combien-coute.net/cigarette/chypre/dali/,detail
Famagouste,ville,Chypre,chypre,Marlboro,2026-04-19,5,,,,5,5,5,,,,2026-04-19,2026,https://www.combien-coute.net/cigarette/chypre/famagouste/,https://www.combien-coute.net/cigarette/chypre/famagouste/,detail
Kolossi,ville,Chypre,chypre,Marlboro,2026-04-19,5,,,,5,4.8,6.95,,,,2026-04-19,2026,https://www.combien-coute.net/cigarette/chypre/kolossi/,https://www.combien-coute.net/cigarette/chypre/kolossi/,detail
Kyrenia,ville,Chypre,chypre,Marlboro,2026-04-21,2.04,,,,2.04,2,2.11,,,,2026-04-21,2026,https://www.combien-coute.net/cigarette/chypre/kyrenia/,https://www.combien-coute.net/cigarette/chypre/kyrenia/,detail
Larnaca,ville,Chypre,chypre,Marlboro,2026-04-23,5,,,,5,4.6,5,,,,2026-04-23,2026,https://www.combien-coute.net/cigarette/chypre/larnaca/,https://www.combien-coute.net/cigarette/chypre/larnaca/,detail
Limassol,ville,Chypre,chypre,Marlboro,2026-04-26,5.39,,,,5.39,5,6.95,,,,2026-04-26,2026,https://www.combien-coute.net/cigarette/chypre/limassol/,https://www.combien-coute.net/cigarette/chypre/limassol/,detail
Nicosie,ville,Chypre,chypre,Marlboro,2026-04-30,5,,,,5,4.8,5.2,,,,2026-04-30,2026,https://www.combien-coute.net/cigarette/chypre/nicosie/,https://www.combien-coute.net/cigarette/chypre/nicosie/,detail
Paphos,ville,Chypre,chypre,Marlboro,2026-04-22,5,,,,5,5,5,,,,2026-04-22,2026,https://www.combien-coute.net/cigarette/chypre/paphos/,https://www.combien-coute.net/cigarette/chypre/paphos/,detail
Paralimni,ville,Chypre,chypre,Marlboro,2026-04-19,4.8,,,,4.8,4.2,6,,,,2026-04-19,2026,https://www.combien-coute.net/cigarette/chypre/paralimni/,https://www.combien-coute.net/cigarette/chypre/paralimni/,detail
Protaras,ville,Chypre,chypre,Marlboro,2026-04-28,5.39,,,,5.39,5,6.95,,,,2026-04-28,2026,https://www.combien-coute.net/cigarette/chypre/protaras/,https://www.combien-coute.net/cigarette/chypre/protaras/,detail
Sotira,ville,Chypre,chypre,Marlboro,2026-04-24,5.39,,,,5.39,5,6.95,,,,2026-04-24,2026,https://www.combien-coute.net/cigarette/chypre/sotira/,https://www.combien-coute.net/cigarette/chypre/sotira/,detail
Ypsonas,ville,Chypre,chypre,Marlboro,2026-04-19,5,,,,5,4.8,6.95,,,,2026-04-19,2026,https://www.combien-coute.net/cigarette/chypre/ypsonas/,https://www.combien-coute.net/cigarette/chypre/ypsonas/,detail
Armenia,ville,Colombie,colombie,Marlboro,2026-04-26,2.4,10028,COP,Peso colombien,2.4,1.36,3.12,10028,5682,13036,2026-04-26,2026,https://www.combien-coute.net/cigarette/colombie/armenia/,https://www.combien-coute.net/cigarette/colombie/armenia/,detail
Barrancabermeja,ville,Colombie,colombie,Marlboro,2026-04-19,2.91,12375,COP,Peso colombien,2.91,1.36,3.06,12375,5783,13012,2026-04-19,2026,https://www.combien-coute.net/cigarette/colombie/barrancabermeja/,https://www.combien-coute.net/cigarette/colombie/barrancabermeja/,detail
Barranquilla,ville,Colombie,colombie,Marlboro,2025-11-25,2.62,11414,COP,Peso colombien,2.62,2.41,2.64,11414,10500,11502,2025-11-25,2026,https://www.combien-coute.net/cigarette/colombie/barranquilla/,https://www.combien-coute.net/cigarette/colombie/barranquilla/,detail
Bogotá,ville,Colombie,colombie,Marlboro,2026-04-17,2.91,12429,COP,Peso colombien,2.91,2.35,4.23,12429,10037,18066,2026-04-17,2026,https://www.combien-coute.net/cigarette/colombie/bogot/,https://www.combien-coute.net/cigarette/colombie/bogot/,detail
Bucaramanga,ville,Colombie,colombie,Marlboro,2026-04-20,2.33,9892,COP,Peso colombien,2.33,1.65,3.53,9892,7005,14987,2026-04-20,2026,https://www.combien-coute.net/cigarette/colombie/bucaramanga/,https://www.combien-coute.net/cigarette/colombie/bucaramanga/,detail
Cartagena (Carthagène des Indes),ville,Colombie,colombie,Marlboro,2026-04-17,2.23,9524,COP,Peso colombien,2.23,2.11,2.35,9524,9012,10037,2026-04-17,2026,https://www.combien-coute.net/cigarette/colombie/cartagena/,https://www.combien-coute.net/cigarette/colombie/cartagena/,detail
